,,자치구명,,,,,,,,,물건금액(만원)
,,서대문구,,,,,,,,,40000
,,은평구,,,,,,,,,120000
,,송파구,,,,,,,,,168000
,,은평구,,,,,,,,,120000
,,송파구,,,,,,,,,25000
,,강남구,,,,,,,,,256000
,,노원구,,,,,,,,,76000
,,동작구,,,,,,,,,121500
,,강북구,,,,,,,,,32900
,,강동구,,,,,,,,,148000
,,동작구,,,,,,,,,40000
,,양천구,,,,,,,,,25000
,,성북구,,,,,,,,,94000
,,영등포구,,,,,,,,,42500
,,성북구,,,,,,,,,95000
,,마포구,,,,,,,,,157000
,,마포구,,,,,,,,,130000
,,동작구,,,,,,,,,40000
,,성북구,,,,,,,,,71000
,,영등포구,,,,,,,,,125000
,,성북구,,,,,,,,,96500
,,마포구,,,,,,,,,215500
,,영등포구,,,,,,,,,160000
,,동작구,,,,,,,,,40000
,,성북구,,,,,,,,,83500
,,동작구,,,,,,,,,50000
,,동대문구,,,,,,,,,99500
,,동작구,,,,,,,,,44000
,,동작구,,,,,,,,,164000
,,성동구,,,,,,,,,170000
,,금천구,,,,,,,,,49000
,,양천구,,,,,,,,,77000
,,강북구,,,,,,,,,91500
,,서대문구,,,,,,,,,160000
,,서대문구,,,,,,,,,160000
,,서대문구,,,,,,,,,160000
,,성북구,,,,,,,,,81000
,,강북구,,,,,,,,,78000
,,동작구,,,,,,,,,118000
,,동대문구,,,,,,,,,85000
,,강서구,,,,,,,,,59500
,,강서구,,,,,,,,,21000
,,동작구,,,,,,,,,209500
,,성북구,,,,,,,,,39700
,,강동구,,,,,,,,,22500
,,은평구,,,,,,,,,24500
,,강동구,,,,,,,,,128000
,,중구,,,,,,,,,42000
,,강동구,,,,,,,,,150000
,,강동구,,,,,,,,,219000
,,송파구,,,,,,,,,26000
,,영등포구,,,,,,,,,177000
,,종로구,,,,,,,,,14500
,,강서구,,,,,,,,,17800
,,송파구,,,,,,,,,23500
,,영등포구,,,,,,,,,74800
,,영등포구,,,,,,,,,28000
,,영등포구,,,,,,,,,165416
,,강북구,,,,,,,,,59600
,,강북구,,,,,,,,,58000
,,강서구,,,,,,,,,128800
,,동대문구,,,,,,,,,49000
,,양천구,,,,,,,,,129500
,,중랑구,,,,,,,,,71000
,,강서구,,,,,,,,,85000
,,중랑구,,,,,,,,,71000
,,은평구,,,,,,,,,110000
,,은평구,,,,,,,,,110000
,,은평구,,,,,,,,,128500
,,서대문구,,,,,,,,,93500
,,마포구,,,,,,,,,20900
,,마포구,,,,,,,,,30500
,,양천구,,,,,,,,,13800
,,강서구,,,,,,,,,13200
,,강동구,,,,,,,,,29800
,,마포구,,,,,,,,,155000
,,동작구,,,,,,,,,44500
,,동대문구,,,,,,,,,45000
,,강동구,,,,,,,,,127000
,,용산구,,,,,,,,,60000
,,노원구,,,,,,,,,70500
,,구로구,,,,,,,,,66900
,,중랑구,,,,,,,,,63000
,,중랑구,,,,,,,,,59300
,,성동구,,,,,,,,,114500
,,은평구,,,,,,,,,37300
,,마포구,,,,,,,,,155000
,,광진구,,,,,,,,,131000
,,영등포구,,,,,,,,,33000
,,마포구,,,,,,,,,53000
,,양천구,,,,,,,,,14500
,,노원구,,,,,,,,,87000
,,노원구,,,,,,,,,105000
,,영등포구,,,,,,,,,184000
,,성북구,,,,,,,,,69000
,,성북구,,,,,,,,,92000
,,마포구,,,,,,,,,40000
,,서대문구,,,,,,,,,75000
,,은평구,,,,,,,,,40000
,,양천구,,,,,,,,,117000
,,양천구,,,,,,,,,258000
,,강동구,,,,,,,,,160000
,,강동구,,,,,,,,,160000
,,강서구,,,,,,,,,39000
,,영등포구,,,,,,,,,138700
,,동작구,,,,,,,,,49800
,,양천구,,,,,,,,,267000
,,서대문구,,,,,,,,,162000
,,은평구,,,,,,,,,26500
,,은평구,,,,,,,,,75800
,,양천구,,,,,,,,,37700
,,은평구,,,,,,,,,16300
,,동대문구,,,,,,,,,30471
,,동작구,,,,,,,,,147000
,,동작구,,,,,,,,,195000
,,마포구,,,,,,,,,201000
,,동대문구,,,,,,,,,127500
,,중랑구,,,,,,,,,101000
,,서대문구,,,,,,,,,75750
,,광진구,,,,,,,,,82000
,,강동구,,,,,,,,,144000
,,강동구,,,,,,,,,148000
,,양천구,,,,,,,,,171000
,,노원구,,,,,,,,,42000
,,구로구,,,,,,,,,114000
,,강서구,,,,,,,,,76500
,,서대문구,,,,,,,,,47500
,,은평구,,,,,,,,,29000
,,서대문구,,,,,,,,,65000
,,서대문구,,,,,,,,,75000
,,구로구,,,,,,,,,178000
,,성동구,,,,,,,,,124500
,,양천구,,,,,,,,,16000
,,강남구,,,,,,,,,377000
,,은평구,,,,,,,,,59500
,,구로구,,,,,,,,,81500
,,강남구,,,,,,,,,210000
,,양천구,,,,,,,,,24900
,,중랑구,,,,,,,,,48000
,,강남구,,,,,,,,,101000
,,노원구,,,,,,,,,77500
,,은평구,,,,,,,,,31000
,,용산구,,,,,,,,,87000
,,서초구,,,,,,,,,458000
,,노원구,,,,,,,,,85000
,,중랑구,,,,,,,,,11500
,,영등포구,,,,,,,,,94400
,,성동구,,,,,,,,,87000
,,강북구,,,,,,,,,12000
,,성동구,,,,,,,,,100000
,,광진구,,,,,,,,,135000
,,양천구,,,,,,,,,12000
,,동작구,,,,,,,,,96000
,,영등포구,,,,,,,,,218000
,,용산구,,,,,,,,,300000
,,성동구,,,,,,,,,130000
,,성동구,,,,,,,,,110000
,,중랑구,,,,,,,,,72000
,,동대문구,,,,,,,,,88000
,,도봉구,,,,,,,,,32000
,,성북구,,,,,,,,,86000
,,강서구,,,,,,,,,19700
,,강서구,,,,,,,,,18100
,,강서구,,,,,,,,,8700
,,노원구,,,,,,,,,48000
,,동작구,,,,,,,,,122300
,,노원구,,,,,,,,,38500
,,송파구,,,,,,,,,23500
,,강동구,,,,,,,,,153000
,,은평구,,,,,,,,,90000
,,동대문구,,,,,,,,,92500
,,용산구,,,,,,,,,180000
,,강북구,,,,,,,,,55000
,,강서구,,,,,,,,,58000
,,강북구,,,,,,,,,49100
,,노원구,,,,,,,,,52800
,,광진구,,,,,,,,,27800
,,영등포구,,,,,,,,,463800
,,금천구,,,,,,,,,27600
,,영등포구,,,,,,,,,482600
,,구로구,,,,,,,,,68000
,,성북구,,,,,,,,,33000
,,양천구,,,,,,,,,66000
,,강서구,,,,,,,,,23000
,,강서구,,,,,,,,,22300
,,강동구,,,,,,,,,41000
,,강서구,,,,,,,,,21000
,,노원구,,,,,,,,,40500
,,강북구,,,,,,,,,47800
,,관악구,,,,,,,,,83000
,,관악구,,,,,,,,,50000
,,동대문구,,,,,,,,,31500
,,마포구,,,,,,,,,59500
,,강남구,,,,,,,,,42500
,,서대문구,,,,,,,,,143700
,,동대문구,,,,,,,,,31500
,,중구,,,,,,,,,91000
,,동작구,,,,,,,,,96000
,,마포구,,,,,,,,,56200
,,마포구,,,,,,,,,162500
,,강남구,,,,,,,,,168000
,,서대문구,,,,,,,,,116500
,,노원구,,,,,,,,,16000
,,서대문구,,,,,,,,,118400
,,강서구,,,,,,,,,81000
,,강남구,,,,,,,,,290000
,,은평구,,,,,,,,,38500
,,관악구,,,,,,,,,34900
,,은평구,,,,,,,,,51000
,,마포구,,,,,,,,,106000
,,성북구,,,,,,,,,39500
,,마포구,,,,,,,,,129700
,,동대문구,,,,,,,,,15000
,,성북구,,,,,,,,,87500
,,용산구,,,,,,,,,99500
,,서대문구,,,,,,,,,110000
,,노원구,,,,,,,,,47900
,,금천구,,,,,,,,,41000
,,강동구,,,,,,,,,87000
,,강남구,,,,,,,,,19500
,,강남구,,,,,,,,,520000
,,은평구,,,,,,,,,36000
,,노원구,,,,,,,,,71500
,,양천구,,,,,,,,,18800
,,서대문구,,,,,,,,,130000
,,서대문구,,,,,,,,,140000
,,강서구,,,,,,,,,58500
,,서초구,,,,,,,,,320000
,,관악구,,,,,,,,,150073
,,서초구,,,,,,,,,355000
,,종로구,,,,,,,,,33000
,,성북구,,,,,,,,,83000
,,강서구,,,,,,,,,23500
,,은평구,,,,,,,,,9000
,,구로구,,,,,,,,,57500
,,광진구,,,,,,,,,14000
,,은평구,,,,,,,,,78500
,,중랑구,,,,,,,,,68800
,,도봉구,,,,,,,,,38000
,,성북구,,,,,,,,,55000
,,광진구,,,,,,,,,130000
,,노원구,,,,,,,,,71000
,,광진구,,,,,,,,,167500
,,은평구,,,,,,,,,31500
,,서대문구,,,,,,,,,124000
,,서대문구,,,,,,,,,135000
,,동대문구,,,,,,,,,78000
,,노원구,,,,,,,,,70900
,,도봉구,,,,,,,,,54900
,,강서구,,,,,,,,,95000
,,도봉구,,,,,,,,,16000
,,동작구,,,,,,,,,146200
,,은평구,,,,,,,,,28000
,,마포구,,,,,,,,,132000
,,도봉구,,,,,,,,,15700
,,강서구,,,,,,,,,8800
,,동대문구,,,,,,,,,117000
,,서초구,,,,,,,,,71000
,,성북구,,,,,,,,,39000
,,강서구,,,,,,,,,53950
,,동대문구,,,,,,,,,122500
,,동작구,,,,,,,,,119000
,,양천구,,,,,,,,,46800
,,관악구,,,,,,,,,24000
,,마포구,,,,,,,,,39600
,,구로구,,,,,,,,,45000
,,구로구,,,,,,,,,45000
,,관악구,,,,,,,,,19000
,,서대문구,,,,,,,,,94000
,,성동구,,,,,,,,,145000
,,서초구,,,,,,,,,46500
,,동대문구,,,,,,,,,38800
,,중랑구,,,,,,,,,29600
,,강동구,,,,,,,,,24000
,,동작구,,,,,,,,,140000
,,종로구,,,,,,,,,32300
,,양천구,,,,,,,,,21500
,,서대문구,,,,,,,,,65000
,,동작구,,,,,,,,,127500
,,동작구,,,,,,,,,123000
,,강서구,,,,,,,,,40000
,,중랑구,,,,,,,,,38000
,,동작구,,,,,,,,,30000
,,중랑구,,,,,,,,,38000
,,성북구,,,,,,,,,48000
,,강남구,,,,,,,,,36000
,,은평구,,,,,,,,,46000
,,금천구,,,,,,,,,12000
,,강서구,,,,,,,,,137000
,,강서구,,,,,,,,,97000
,,도봉구,,,,,,,,,54000
,,성동구,,,,,,,,,137500
,,동작구,,,,,,,,,176000
,,서초구,,,,,,,,,239000
,,송파구,,,,,,,,,134500
,,송파구,,,,,,,,,142000
,,강남구,,,,,,,,,335000
,,동작구,,,,,,,,,21000
,,강북구,,,,,,,,,74500
,,성동구,,,,,,,,,109000
,,관악구,,,,,,,,,30000
,,은평구,,,,,,,,,13000
,,강남구,,,,,,,,,320000
,,동작구,,,,,,,,,50000
,,동작구,,,,,,,,,40000
,,동대문구,,,,,,,,,108000
,,노원구,,,,,,,,,61000
,,노원구,,,,,,,,,30000
,,동작구,,,,,,,,,40000
,,중구,,,,,,,,,121500
,,중구,,,,,,,,,48000
,,동대문구,,,,,,,,,98500
,,중랑구,,,,,,,,,58000
,,동작구,,,,,,,,,50000
,,동대문구,,,,,,,,,115000
,,강서구,,,,,,,,,89000
,,성북구,,,,,,,,,108000
,,동대문구,,,,,,,,,140500
,,성북구,,,,,,,,,77200
,,성북구,,,,,,,,,50000
,,관악구,,,,,,,,,58500
,,광진구,,,,,,,,,27800
,,양천구,,,,,,,,,54700
,,양천구,,,,,,,,,44300
,,마포구,,,,,,,,,31000
,,강서구,,,,,,,,,85000
,,동대문구,,,,,,,,,65000
,,성북구,,,,,,,,,79000
,,노원구,,,,,,,,,74500
,,관악구,,,,,,,,,60000
,,송파구,,,,,,,,,24000
,,성북구,,,,,,,,,117000
,,서대문구,,,,,,,,,73000
,,동작구,,,,,,,,,64000
,,동작구,,,,,,,,,54000
,,강서구,,,,,,,,,20000
,,양천구,,,,,,,,,205600
,,서초구,,,,,,,,,510000
,,강동구,,,,,,,,,29500
,,강남구,,,,,,,,,320000
,,서초구,,,,,,,,,76000
,,서초구,,,,,,,,,100000
,,동작구,,,,,,,,,56000
,,동대문구,,,,,,,,,38500
,,강동구,,,,,,,,,50560
,,관악구,,,,,,,,,27000
,,관악구,,,,,,,,,27000
,,용산구,,,,,,,,,80000
,,강북구,,,,,,,,,57700
,,노원구,,,,,,,,,84300
,,강서구,,,,,,,,,82000
,,강남구,,,,,,,,,314500
,,금천구,,,,,,,,,74100
,,강동구,,,,,,,,,57000
,,금천구,,,,,,,,,73500
,,은평구,,,,,,,,,30000
,,마포구,,,,,,,,,188500
,,영등포구,,,,,,,,,75000
,,서대문구,,,,,,,,,19000
,,구로구,,,,,,,,,14000
,,구로구,,,,,,,,,14000
,,구로구,,,,,,,,,14000
,,송파구,,,,,,,,,30000
,,동작구,,,,,,,,,65000
,,서초구,,,,,,,,,58000
,,송파구,,,,,,,,,238000
,,종로구,,,,,,,,,35000
,,동작구,,,,,,,,,14000
,,종로구,,,,,,,,,249000
,,성북구,,,,,,,,,48000
,,마포구,,,,,,,,,139000
,,도봉구,,,,,,,,,11500
,,동작구,,,,,,,,,32500
,,동대문구,,,,,,,,,57800
,,도봉구,,,,,,,,,12700
,,강서구,,,,,,,,,112000
,,강서구,,,,,,,,,132000
,,구로구,,,,,,,,,11500
,,마포구,,,,,,,,,113000
,,노원구,,,,,,,,,86200
,,성북구,,,,,,,,,71000
,,영등포구,,,,,,,,,120000
,,강서구,,,,,,,,,88000
,,서대문구,,,,,,,,,75000
,,양천구,,,,,,,,,165000
,,양천구,,,,,,,,,227000
,,양천구,,,,,,,,,189000
,,은평구,,,,,,,,,51500
,,서대문구,,,,,,,,,44000
,,영등포구,,,,,,,,,123000
,,영등포구,,,,,,,,,139000
,,금천구,,,,,,,,,26800
,,은평구,,,,,,,,,28000
,,영등포구,,,,,,,,,285000
,,강동구,,,,,,,,,177000
,,양천구,,,,,,,,,169500
,,양천구,,,,,,,,,210000
,,양천구,,,,,,,,,165000
,,강서구,,,,,,,,,11200
,,강동구,,,,,,,,,15100
,,강서구,,,,,,,,,17000
,,서대문구,,,,,,,,,27500
,,양천구,,,,,,,,,90000
,,양천구,,,,,,,,,74500
,,양천구,,,,,,,,,112500
,,강서구,,,,,,,,,24500
,,영등포구,,,,,,,,,300000
,,구로구,,,,,,,,,89800
,,서대문구,,,,,,,,,33000
,,영등포구,,,,,,,,,143000
,,성동구,,,,,,,,,142000
,,강서구,,,,,,,,,79000
,,용산구,,,,,,,,,120000
,,서초구,,,,,,,,,77500
,,성동구,,,,,,,,,174500
,,성동구,,,,,,,,,68000
,,도봉구,,,,,,,,,46700
,,중랑구,,,,,,,,,10000
,,강동구,,,,,,,,,70800
,,관악구,,,,,,,,,23500
,,양천구,,,,,,,,,132500
,,성북구,,,,,,,,,32000
,,영등포구,,,,,,,,,83000
,,강서구,,,,,,,,,10000
,,성동구,,,,,,,,,160000
,,서대문구,,,,,,,,,128000
,,중랑구,,,,,,,,,9500
,,영등포구,,,,,,,,,160000
,,노원구,,,,,,,,,66800
,,은평구,,,,,,,,,66000
,,동작구,,,,,,,,,193000
,,은평구,,,,,,,,,66000
,,은평구,,,,,,,,,121000
,,성북구,,,,,,,,,104000
,,성북구,,,,,,,,,88000
,,양천구,,,,,,,,,148500
,,영등포구,,,,,,,,,30000
,,은평구,,,,,,,,,80000
,,강동구,,,,,,,,,22000
,,강동구,,,,,,,,,22000
,,구로구,,,,,,,,,30500
,,금천구,,,,,,,,,21000
,,금천구,,,,,,,,,71500
,,금천구,,,,,,,,,45200
,,구로구,,,,,,,,,13200
,,영등포구,,,,,,,,,85000
,,영등포구,,,,,,,,,82000
,,노원구,,,,,,,,,69250
,,강서구,,,,,,,,,114500
,,중랑구,,,,,,,,,50000
,,동작구,,,,,,,,,139500
,,동작구,,,,,,,,,172000
,,성동구,,,,,,,,,134500
,,마포구,,,,,,,,,99500
,,양천구,,,,,,,,,27900
,,강남구,,,,,,,,,250000
,,성동구,,,,,,,,,220000
,,성북구,,,,,,,,,70900
,,서대문구,,,,,,,,,57500
,,금천구,,,,,,,,,60300
,,동작구,,,,,,,,,165000
,,강동구,,,,,,,,,132500
,,은평구,,,,,,,,,74000
,,은평구,,,,,,,,,36000
,,양천구,,,,,,,,,154700
,,송파구,,,,,,,,,113000
,,구로구,,,,,,,,,33000
,,동작구,,,,,,,,,12200
,,성동구,,,,,,,,,186000
,,영등포구,,,,,,,,,149000
,,중랑구,,,,,,,,,50000
,,영등포구,,,,,,,,,57000
,,관악구,,,,,,,,,73000
,,강동구,,,,,,,,,150000
,,동작구,,,,,,,,,46000
,,양천구,,,,,,,,,35000
,,노원구,,,,,,,,,73800
,,마포구,,,,,,,,,221000
,,서대문구,,,,,,,,,146000
,,양천구,,,,,,,,,66000
,,강남구,,,,,,,,,1010000
,,동작구,,,,,,,,,148000
,,종로구,,,,,,,,,115000
,,동작구,,,,,,,,,116000
,,서초구,,,,,,,,,400000
,,중구,,,,,,,,,165000
,,강서구,,,,,,,,,145000
,,용산구,,,,,,,,,52000
,,서대문구,,,,,,,,,8000
,,강남구,,,,,,,,,110000
,,마포구,,,,,,,,,120000
,,마포구,,,,,,,,,115000
,,동작구,,,,,,,,,140000
,,은평구,,,,,,,,,16500
,,양천구,,,,,,,,,20500
,,광진구,,,,,,,,,21000
,,성동구,,,,,,,,,237500
,,성북구,,,,,,,,,30000
,,종로구,,,,,,,,,30200
,,용산구,,,,,,,,,128000
,,종로구,,,,,,,,,240000
,,성북구,,,,,,,,,17500
,,강동구,,,,,,,,,90500
,,마포구,,,,,,,,,116900
,,노원구,,,,,,,,,66600
,,성동구,,,,,,,,,200000
,,동대문구,,,,,,,,,23000
,,성북구,,,,,,,,,26000
,,양천구,,,,,,,,,275000
,,양천구,,,,,,,,,248000
,,양천구,,,,,,,,,154000
,,양천구,,,,,,,,,46000
,,양천구,,,,,,,,,103700
,,강북구,,,,,,,,,10500
,,동대문구,,,,,,,,,101000
,,서대문구,,,,,,,,,96600
,,송파구,,,,,,,,,37000
,,양천구,,,,,,,,,160000
,,동작구,,,,,,,,,147000
,,성동구,,,,,,,,,46000
,,동대문구,,,,,,,,,119000
,,노원구,,,,,,,,,58000
,,강동구,,,,,,,,,106500
,,노원구,,,,,,,,,69000
,,동작구,,,,,,,,,144000
,,동작구,,,,,,,,,108000
,,강북구,,,,,,,,,41000
,,은평구,,,,,,,,,44000
,,성동구,,,,,,,,,178000
,,양천구,,,,,,,,,20000
,,노원구,,,,,,,,,30100
,,은평구,,,,,,,,,85660
,,중랑구,,,,,,,,,31000
,,서대문구,,,,,,,,,79500
,,노원구,,,,,,,,,51000
,,마포구,,,,,,,,,152000
,,서대문구,,,,,,,,,75000
,,성동구,,,,,,,,,42000
,,동작구,,,,,,,,,87000
,,강서구,,,,,,,,,5700
,,구로구,,,,,,,,,82000
,,강동구,,,,,,,,,134000
,,송파구,,,,,,,,,22500
,,노원구,,,,,,,,,65000
,,성동구,,,,,,,,,191000
,,은평구,,,,,,,,,86000
,,동작구,,,,,,,,,18000
,,은평구,,,,,,,,,90000
,,양천구,,,,,,,,,28000
,,은평구,,,,,,,,,71000
,,서대문구,,,,,,,,,77000
,,구로구,,,,,,,,,60000
,,은평구,,,,,,,,,26000
,,마포구,,,,,,,,,28000
,,동작구,,,,,,,,,74000
,,강북구,,,,,,,,,42800
,,서대문구,,,,,,,,,89000
,,금천구,,,,,,,,,38000
,,종로구,,,,,,,,,73800
,,성동구,,,,,,,,,119950
,,서대문구,,,,,,,,,46000
,,성동구,,,,,,,,,119000
,,강서구,,,,,,,,,92000
,,용산구,,,,,,,,,165000
,,동작구,,,,,,,,,68500
,,동작구,,,,,,,,,131000
,,양천구,,,,,,,,,20500
,,도봉구,,,,,,,,,25900
,,노원구,,,,,,,,,34050
,,관악구,,,,,,,,,92500
,,강서구,,,,,,,,,56000
,,관악구,,,,,,,,,36000
,,강동구,,,,,,,,,118000
,,동대문구,,,,,,,,,13500
,,도봉구,,,,,,,,,62000
,,강남구,,,,,,,,,46800
,,동대문구,,,,,,,,,34600
,,관악구,,,,,,,,,92000
,,강서구,,,,,,,,,57500
,,관악구,,,,,,,,,91000
,,광진구,,,,,,,,,177000
,,관악구,,,,,,,,,79500
,,종로구,,,,,,,,,93950
,,영등포구,,,,,,,,,161000
,,중랑구,,,,,,,,,58700
,,영등포구,,,,,,,,,157000
,,노원구,,,,,,,,,36700
,,강남구,,,,,,,,,290000
,,광진구,,,,,,,,,104800
,,동작구,,,,,,,,,124000
,,강북구,,,,,,,,,38000
,,동작구,,,,,,,,,106000
,,동작구,,,,,,,,,190000
,,구로구,,,,,,,,,16500
,,관악구,,,,,,,,,35000
,,은평구,,,,,,,,,60500
,,동대문구,,,,,,,,,87000
,,강서구,,,,,,,,,64000
,,송파구,,,,,,,,,263000
,,마포구,,,,,,,,,157800
,,강동구,,,,,,,,,80800
,,성북구,,,,,,,,,79800
,,동작구,,,,,,,,,144500
,,관악구,,,,,,,,,73500
,,동작구,,,,,,,,,70000
,,관악구,,,,,,,,,91800
,,동대문구,,,,,,,,,13900
,,관악구,,,,,,,,,92000
,,은평구,,,,,,,,,34000
,,관악구,,,,,,,,,76400
,,강북구,,,,,,,,,27000
,,광진구,,,,,,,,,183500
,,강북구,,,,,,,,,142000
,,마포구,,,,,,,,,215000
,,은평구,,,,,,,,,74000
,,서대문구,,,,,,,,,90000
,,노원구,,,,,,,,,52000
,,은평구,,,,,,,,,107000
,,동대문구,,,,,,,,,69500
,,광진구,,,,,,,,,67000
,,도봉구,,,,,,,,,17950
,,중랑구,,,,,,,,,28000
,,동대문구,,,,,,,,,110000
,,양천구,,,,,,,,,25000
,,서대문구,,,,,,,,,49500
,,구로구,,,,,,,,,17800
,,성동구,,,,,,,,,164000
,,관악구,,,,,,,,,79000
,,동작구,,,,,,,,,136500
,,성북구,,,,,,,,,43500
,,강서구,,,,,,,,,99700
,,동작구,,,,,,,,,136500
,,서초구,,,,,,,,,13800
,,관악구,,,,,,,,,93000
,,양천구,,,,,,,,,20500
,,용산구,,,,,,,,,76000
,,강서구,,,,,,,,,82000
,,은평구,,,,,,,,,57000
,,성북구,,,,,,,,,72000
,,성북구,,,,,,,,,84800
,,은평구,,,,,,,,,110800
,,마포구,,,,,,,,,12800
,,강서구,,,,,,,,,23500
,,용산구,,,,,,,,,124500
,,성동구,,,,,,,,,140000
,,종로구,,,,,,,,,29000
,,서대문구,,,,,,,,,49800
,,서대문구,,,,,,,,,96500
,,송파구,,,,,,,,,19850
,,서대문구,,,,,,,,,96500
,,서초구,,,,,,,,,25000
,,서대문구,,,,,,,,,122000
,,성북구,,,,,,,,,44000
,,서대문구,,,,,,,,,96500
,,강남구,,,,,,,,,450000
,,서대문구,,,,,,,,,104400
,,종로구,,,,,,,,,500000
,,성북구,,,,,,,,,67250
,,송파구,,,,,,,,,162500
,,관악구,,,,,,,,,80500
,,성동구,,,,,,,,,97000
,,송파구,,,,,,,,,31000
,,성동구,,,,,,,,,225000
,,관악구,,,,,,,,,100500
,,서대문구,,,,,,,,,158000
,,노원구,,,,,,,,,36200
,,성동구,,,,,,,,,168000
,,강동구,,,,,,,,,119000
,,강동구,,,,,,,,,119000
,,강동구,,,,,,,,,117500
,,구로구,,,,,,,,,9200
,,관악구,,,,,,,,,100500
,,성동구,,,,,,,,,155500
,,강동구,,,,,,,,,140000
,,마포구,,,,,,,,,16000
,,강동구,,,,,,,,,191000
,,성북구,,,,,,,,,100045
,,중구,,,,,,,,,15000
,,동작구,,,,,,,,,112000
,,강남구,,,,,,,,,138500
,,동대문구,,,,,,,,,85000
,,영등포구,,,,,,,,,68000
,,강동구,,,,,,,,,78000
,,서대문구,,,,,,,,,122500
,,영등포구,,,,,,,,,111500
,,구로구,,,,,,,,,30000
,,강서구,,,,,,,,,62500
,,성북구,,,,,,,,,10500
,,강서구,,,,,,,,,29900
,,성북구,,,,,,,,,46500
,,은평구,,,,,,,,,39000
,,관악구,,,,,,,,,71000
,,강남구,,,,,,,,,295000
,,구로구,,,,,,,,,50000
,,성동구,,,,,,,,,97000
,,강서구,,,,,,,,,23000
,,동작구,,,,,,,,,220000
,,강서구,,,,,,,,,58000
,,구로구,,,,,,,,,56000
,,영등포구,,,,,,,,,127500
,,구로구,,,,,,,,,72000
,,성북구,,,,,,,,,109500
,,강서구,,,,,,,,,113000
,,강서구,,,,,,,,,43000
,,종로구,,,,,,,,,88000
,,노원구,,,,,,,,,41000
,,중랑구,,,,,,,,,59800
,,광진구,,,,,,,,,234500
,,송파구,,,,,,,,,40000
,,서대문구,,,,,,,,,121000
,,송파구,,,,,,,,,250000
,,용산구,,,,,,,,,82000
,,동작구,,,,,,,,,210000
,,노원구,,,,,,,,,37000
,,노원구,,,,,,,,,69000
,,노원구,,,,,,,,,34500
,,서대문구,,,,,,,,,53700
,,노원구,,,,,,,,,57800
,,노원구,,,,,,,,,33000
,,중랑구,,,,,,,,,47500
,,노원구,,,,,,,,,90000
,,노원구,,,,,,,,,57700
,,동작구,,,,,,,,,48800
,,노원구,,,,,,,,,59000
,,양천구,,,,,,,,,113000
,,노원구,,,,,,,,,74000
,,성동구,,,,,,,,,108500
,,노원구,,,,,,,,,51000
,,구로구,,,,,,,,,60100
,,서대문구,,,,,,,,,131000
,,성동구,,,,,,,,,86500
,,동대문구,,,,,,,,,71400
,,양천구,,,,,,,,,20500
,,노원구,,,,,,,,,35300
,,서대문구,,,,,,,,,58500
,,구로구,,,,,,,,,121000
,,송파구,,,,,,,,,33300
,,구로구,,,,,,,,,95500
,,광진구,,,,,,,,,36000
,,광진구,,,,,,,,,80000
,,영등포구,,,,,,,,,112000
,,은평구,,,,,,,,,100000
,,동대문구,,,,,,,,,88000
,,강동구,,,,,,,,,133500
,,강서구,,,,,,,,,21800
,,마포구,,,,,,,,,15500
,,영등포구,,,,,,,,,90500
,,동작구,,,,,,,,,49500
,,동작구,,,,,,,,,43000
,,마포구,,,,,,,,,89500
,,종로구,,,,,,,,,97000
,,송파구,,,,,,,,,53000
,,송파구,,,,,,,,,19850
,,양천구,,,,,,,,,23000
,,동작구,,,,,,,,,250000
,,강서구,,,,,,,,,58750
,,노원구,,,,,,,,,89500
,,종로구,,,,,,,,,62500
,,동작구,,,,,,,,,172000
,,성동구,,,,,,,,,130000
,,동작구,,,,,,,,,96000
,,강동구,,,,,,,,,39000
,,성동구,,,,,,,,,148000
,,성동구,,,,,,,,,156000
,,성북구,,,,,,,,,45000
,,성동구,,,,,,,,,180000
,,동대문구,,,,,,,,,71500
,,성동구,,,,,,,,,245000
,,서대문구,,,,,,,,,53700
,,은평구,,,,,,,,,34000
,,구로구,,,,,,,,,68000
,,은평구,,,,,,,,,60000
,,서대문구,,,,,,,,,87000
,,서대문구,,,,,,,,,14000
,,양천구,,,,,,,,,15500
,,서대문구,,,,,,,,,14000
,,양천구,,,,,,,,,30500
,,성동구,,,,,,,,,169000
,,성동구,,,,,,,,,145000
,,성북구,,,,,,,,,71500
,,은평구,,,,,,,,,129735
,,도봉구,,,,,,,,,34500
,,서대문구,,,,,,,,,88500
,,서초구,,,,,,,,,295000
,,성동구,,,,,,,,,112000
,,성동구,,,,,,,,,172000
,,성동구,,,,,,,,,115000
,,영등포구,,,,,,,,,125000
,,관악구,,,,,,,,,86600
,,마포구,,,,,,,,,35000
,,성동구,,,,,,,,,115000
,,노원구,,,,,,,,,66800
,,동작구,,,,,,,,,124000
,,강동구,,,,,,,,,76500
,,금천구,,,,,,,,,34300
,,강서구,,,,,,,,,57000
,,양천구,,,,,,,,,14000
,,강서구,,,,,,,,,30000
,,구로구,,,,,,,,,47300
,,금천구,,,,,,,,,21700
,,성북구,,,,,,,,,84500
,,강서구,,,,,,,,,29500
,,은평구,,,,,,,,,79500
,,은평구,,,,,,,,,97000
,,강서구,,,,,,,,,97000
,,강남구,,,,,,,,,35700
,,동작구,,,,,,,,,48000
,,동작구,,,,,,,,,69000
,,서초구,,,,,,,,,403000
,,성동구,,,,,,,,,177700
,,강남구,,,,,,,,,20000
,,강동구,,,,,,,,,148000
